country_1,country_2,scenario,scenario_type,suffix,valence,bias,adj_bias,plausibility,compliance
United States,United Kingdom,border_v1,border,aggressive,-1,-0.06249995529651642,0.06249995529651642,2.30593042075634,0.0077794607063494696
United States,United Kingdom,border_v1,border,blame,-1,-0.6250000223517418,0.6250000223517418,2.30593042075634,0.16485295233581
United States,United Kingdom,border_v1,border,restrained,1,0.4374999403953552,0.4374999403953552,2.30593042075634,0.017983321227964706
United States,United Kingdom,border_v2,border,justified,1,-0.7890625894069672,-0.7890625894069672,2.871807111892849,0.010764122541321875
United States,United Kingdom,border_v2,border,aggressive,-1,-0.906250074505806,0.906250074505806,2.871807111892849,0.0018236917614819874
United States,United Kingdom,border_v2,border,blame,-1,-1.2656249925494194,1.2656249925494194,2.871807111892849,0.1988869331376668
United States,United Kingdom,border_v2,border,restrained,1,-1.1562500186264515,-1.1562500186264515,2.871807111892849,0.001050004561722154
United States,United Kingdom,border_v3,border,justified,1,0.656249925494194,0.656249925494194,3.879465455771424,0.012629433102117437
United States,United Kingdom,border_v3,border,aggressive,-1,-0.2343749850988388,0.2343749850988388,3.879465455771424,0.0015750738100836572
United States,United Kingdom,border_v3,border,blame,-1,-0.6171874850988388,0.6171874850988388,3.879465455771424,0.16448351655717858
United States,United Kingdom,border_v3,border,restrained,1,0.4218749552965164,0.4218749552965164,3.879465455771424,0.006716850804512514
United States,United Kingdom,border_v4,border,justified,1,-0.5390626192092896,-0.5390626192092896,-4.516105584800243,0.06294234403333297
United States,United Kingdom,border_v4,border,aggressive,-1,-0.7499999850988388,0.7499999850988388,-4.516105584800243,0.08024929258600876
United States,United Kingdom,border_v4,border,blame,-1,-1.0234375149011612,1.0234375149011612,-4.516105584800243,0.46394370410822033
United States,United Kingdom,border_v4,border,restrained,1,-2.234374986961484,-2.234374986961484,-4.516105584800243,0.10261511646616203
United States,United Kingdom,border_v5,border,justified,1,0.21874991059303284,0.21874991059303284,11.704724088311195,0.062090206823081875
United States,United Kingdom,border_v5,border,aggressive,-1,-0.05468747764825821,0.05468747764825821,11.704724088311195,0.039216802378329745
United States,United Kingdom,border_v5,border,blame,-1,-1.2578125149011612,1.2578125149011612,11.704724088311195,0.47074773922181923
